participant-id,timestamp,total-intensity,average-intensity
8877689391,1458072000.0,9,0.15
8877689391,1458075600.0,0,0
8877689391,1458079200.0,16,0.266667
8877689391,1458082800.0,0,0
8877689391,1458086400.0,0,0
8877689391,1458090000.0,0,0
8877689391,1458093600.0,0,0
8877689391,1458097200.0,0,0
8877689391,1458100800.0,0,0
8877689391,1458104400.0,0,0
8877689391,1458108000.0,0,0
8877689391,1458111600.0,6,0.1
8877689391,1458115200.0,21,0.35
8877689391,1458118800.0,7,0.116667
8877689391,1458122400.0,22,0.366667
8877689391,1458126000.0,16,0.266667
8877689391,1458129600.0,6,0.1
8877689391,1458133200.0,11,0.183333
8877689391,1458136800.0,11,0.183333
8877689391,1458140400.0,8,0.133333
8877689391,1458144000.0,15,0.25
8877689391,1458147600.0,20,0.333333
8877689391,1458151200.0,145,2.416667
8877689391,1458154800.0,75,1.25
8877689391,1458158400.0,22,0.366667
8877689391,1458162000.0,29,0.483333
8877689391,1458165600.0,10,0.166667
8877689391,1458169200.0,0,0
8877689391,1458172800.0,0,0
8877689391,1458176400.0,0,0
8877689391,1458180000.0,0,0
8877689391,1458183600.0,0,0
8877689391,1458187200.0,0,0
8877689391,1458190800.0,0,0
8877689391,1458194400.0,0,0
8877689391,1458198000.0,22,0.366667
8877689391,1458201600.0,12,0.2
8877689391,1458205200.0,9,0.15
8877689391,1458208800.0,18,0.3
8877689391,1458212400.0,12,0.2
8877689391,1458216000.0,41,0.683333
8877689391,1458219600.0,14,0.233333
8877689391,1458223200.0,24,0.4
8877689391,1458226800.0,15,0.25
8877689391,1458230400.0,9,0.15
8877689391,1458234000.0,41,0.683333
8877689391,1458237600.0,180,3
8877689391,1458241200.0,62,1.033333
8877689391,1458244800.0,8,0.133333
8877689391,1458248400.0,8,0.133333
8877689391,1458252000.0,23,0.383333
8877689391,1458255600.0,17,0.283333
8877689391,1458259200.0,0,0
8877689391,1458262800.0,0,0
8877689391,1458266400.0,0,0
8877689391,1458270000.0,0,0
8877689391,1458273600.0,0,0
8877689391,1458277200.0,0,0
8877689391,1458280800.0,10,0.166667
8877689391,1458284400.0,20,0.333333
8877689391,1458288000.0,21,0.35
8877689391,1458291600.0,12,0.2
8877689391,1458295200.0,6,0.1
8877689391,1458298800.0,15,0.25
8877689391,1458302400.0,80,1.333333
8877689391,1458306000.0,23,0.383333
8877689391,1458309600.0,11,0.183333
8877689391,1458313200.0,10,0.166667
8877689391,1458316800.0,17,0.283333
8877689391,1458320400.0,142,2.366667
8877689391,1458324000.0,68,1.133333
8877689391,1458327600.0,15,0.25
8877689391,1458331200.0,11,0.183333
8877689391,1458334800.0,6,0.1
8877689391,1458338400.0,9,0.15
8877689391,1458342000.0,0,0
8877689391,1458345600.0,0,0
8877689391,1458349200.0,0,0
8877689391,1458352800.0,0,0
8877689391,1458356400.0,0,0
8877689391,1458360000.0,0,0
8877689391,1458363600.0,0,0
8877689391,1458367200.0,0,0
8877689391,1458370800.0,0,0
8877689391,1458374400.0,6,0.1
8877689391,1458378000.0,9,0.15
8877689391,1458381600.0,29,0.483333
8877689391,1458385200.0,16,0.266667
8877689391,1458388800.0,22,0.366667
8877689391,1458392400.0,120,2
8877689391,1458396000.0,165,2.75
8877689391,1458399600.0,12,0.2
8877689391,1458403200.0,9,0.15
8877689391,1458406800.0,0,0
8877689391,1458410400.0,18,0.3
8877689391,1458414000.0,4,0.066667
8877689391,1458417600.0,5,0.083333
8877689391,1458421200.0,34,0.566667
8877689391,1458424800.0,58,0.966667
8877689391,1458428400.0,76,1.266667
8877689391,1458432000.0,0,0
8877689391,1458435600.0,0,0
8877689391,1458439200.0,0,0
8877689391,1458442800.0,0,0
8877689391,1458446400.0,0,0
8877689391,1458450000.0,0,0
8877689391,1458453600.0,0,0
8877689391,1458457200.0,0,0
8877689391,1458460800.0,5,0.083333
8877689391,1458464400.0,9,0.15
8877689391,1458468000.0,6,0.1
8877689391,1458471600.0,27,0.45
8877689391,1458475200.0,20,0.333333
8877689391,1458478800.0,17,0.283333
8877689391,1458482400.0,9,0.15
8877689391,1458486000.0,22,0.366667
8877689391,1458489600.0,101,1.683333
8877689391,1458493200.0,108,1.8
8877689391,1458496800.0,1,0.016667
8877689391,1458500400.0,29,0.483333
8877689391,1458504000.0,11,0.183333
8877689391,1458507600.0,15,0.25
8877689391,1458511200.0,14,0.233333
8877689391,1458514800.0,0,0
8877689391,1458518400.0,0,0
8877689391,1458522000.0,0,0
8877689391,1458525600.0,0,0
8877689391,1458529200.0,0,0
8877689391,1458532800.0,0,0
8877689391,1458536400.0,0,0
8877689391,1458540000.0,3,0.05
8877689391,1458543600.0,21,0.35
8877689391,1458547200.0,11,0.183333
8877689391,1458550800.0,14,0.233333
8877689391,1458554400.0,14,0.233333
8877689391,1458558000.0,46,0.766667
8877689391,1458561600.0,95,1.583333
8877689391,1458565200.0,9,0.15
8877689391,1458568800.0,15,0.25
8877689391,1458572400.0,19,0.316667
8877689391,1458576000.0,17,0.283333
8877689391,1458579600.0,14,0.233333
8877689391,1458583200.0,10,0.166667
8877689391,1458586800.0,8,0.133333
8877689391,1458590400.0,12,0.2
8877689391,1458594000.0,5,0.083333
8877689391,1458597600.0,0,0
8877689391,1458601200.0,0,0
8877689391,1458604800.0,0,0
8877689391,1458608400.0,0,0
8877689391,1458612000.0,0,0
8877689391,1458615600.0,0,0
8877689391,1458619200.0,0,0
8877689391,1458622800.0,0,0
8877689391,1458626400.0,11,0.183333
8877689391,1458630000.0,23,0.383333
8877689391,1458633600.0,10,0.166667
8877689391,1458637200.0,17,0.283333
8877689391,1458640800.0,23,0.383333
8877689391,1458644400.0,17,0.283333
8877689391,1458648000.0,64,1.066667
8877689391,1458651600.0,11,0.183333
8877689391,1458655200.0,15,0.25
8877689391,1458658800.0,15,0.25
8877689391,1458662400.0,24,0.4
8877689391,1458666000.0,118,1.966667
8877689391,1458669600.0,179,2.983333
8877689391,1458673200.0,51,0.85
8877689391,1458676800.0,34,0.566667
8877689391,1458680400.0,21,0.35
8877689391,1458684000.0,2,0.033333
8877689391,1458687600.0,0,0
8877689391,1458691200.0,0,0
8877689391,1458694800.0,0,0
8877689391,1458698400.0,0,0
8877689391,1458702000.0,0,0
8877689391,1458705600.0,0,0
8877689391,1458709200.0,0,0
8877689391,1458712800.0,4,0.066667
8877689391,1458716400.0,29,0.483333
8877689391,1458720000.0,24,0.4
8877689391,1458723600.0,12,0.2
8877689391,1458727200.0,15,0.25
8877689391,1458730800.0,12,0.2
8877689391,1458734400.0,6,0.1
8877689391,1458738000.0,11,0.183333
8877689391,1458741600.0,2,0.033333
8877689391,1458745200.0,11,0.183333
8877689391,1458748800.0,35,0.583333
8877689391,1458752400.0,95,1.583333
8877689391,1458756000.0,180,3
8877689391,1458759600.0,71,1.183333
8877689391,1458763200.0,8,0.133333
8877689391,1458766800.0,1,0.016667
8877689391,1458770400.0,0,0
8877689391,1458774000.0,0,0
8877689391,1458777600.0,0,0
8877689391,1458781200.0,0,0
8877689391,1458784800.0,0,0
8877689391,1458788400.0,0,0
8877689391,1458792000.0,0,0
8877689391,1458795600.0,0,0
8877689391,1458799200.0,24,0.4
8877689391,1458802800.0,19,0.316667
8877689391,1458806400.0,23,0.383333
8877689391,1458810000.0,18,0.3
8877689391,1458813600.0,1,0.016667
8877689391,1458817200.0,54,0.9
8877689391,1458820800.0,14,0.233333
8877689391,1458824400.0,21,0.35
8877689391,1458828000.0,13,0.216667
8877689391,1458831600.0,2,0.033333
8877689391,1458835200.0,113,1.883333
8877689391,1458838800.0,1,0.016667
8877689391,1458842400.0,16,0.266667
8877689391,1458846000.0,6,0.1
8877689391,1458849600.0,22,0.366667
8877689391,1458853200.0,16,0.266667
8877689391,1458856800.0,10,0.166667
8877689391,1458860400.0,0,0
8877689391,1458864000.0,0,0
8877689391,1458867600.0,0,0
8877689391,1458871200.0,0,0
8877689391,1458874800.0,0,0
8877689391,1458878400.0,0,0
8877689391,1458882000.0,0,0
8877689391,1458885600.0,0,0
8877689391,1458889200.0,26,0.433333
8877689391,1458892800.0,23,0.383333
8877689391,1458896400.0,7,0.116667
8877689391,1458900000.0,13,0.216667
8877689391,1458903600.0,16,0.266667
8877689391,1458907200.0,10,0.166667
8877689391,1458910800.0,13,0.216667
8877689391,1458914400.0,13,0.216667
8877689391,1458918000.0,8,0.133333
8877689391,1458921600.0,17,0.283333
8877689391,1458925200.0,14,0.233333
8877689391,1458928800.0,13,0.216667
8877689391,1458932400.0,7,0.116667
8877689391,1458936000.0,10,0.166667
8877689391,1458939600.0,52,0.866667
8877689391,1458943200.0,53,0.883333
8877689391,1458946800.0,0,0
8877689391,1458950400.0,0,0
8877689391,1458954000.0,0,0
8877689391,1458957600.0,0,0
8877689391,1458961200.0,0,0
8877689391,1458964800.0,0,0
8877689391,1458968400.0,0,0
8877689391,1458972000.0,0,0
8877689391,1458975600.0,0,0
8877689391,1458979200.0,4,0.066667
8877689391,1458982800.0,21,0.35
8877689391,1458986400.0,30,0.5
8877689391,1458990000.0,18,0.3
8877689391,1458993600.0,14,0.233333
8877689391,1458997200.0,25,0.416667
8877689391,1459000800.0,25,0.416667
8877689391,1459004400.0,6,0.1
8877689391,1459008000.0,23,0.383333
8877689391,1459011600.0,29,0.483333
8877689391,1459015200.0,7,0.116667
8877689391,1459018800.0,8,0.133333
8877689391,1459022400.0,14,0.233333
8877689391,1459026000.0,12,0.2
8877689391,1459029600.0,14,0.233333
8877689391,1459033200.0,9,0.15
8877689391,1459036800.0,0,0
8877689391,1459040400.0,0,0
8877689391,1459044000.0,0,0
8877689391,1459047600.0,0,0
8877689391,1459051200.0,0,0
8877689391,1459054800.0,0,0
8877689391,1459058400.0,0,0
8877689391,1459062000.0,0,0
8877689391,1459065600.0,2,0.033333
8877689391,1459069200.0,4,0.066667
8877689391,1459072800.0,29,0.483333
8877689391,1459076400.0,6,0.1
8877689391,1459080000.0,27,0.45
8877689391,1459083600.0,29,0.483333
8877689391,1459087200.0,53,0.883333
8877689391,1459090800.0,180,3
8877689391,1459094400.0,180,3
8877689391,1459098000.0,91,1.516667
8877689391,1459101600.0,15,0.25
8877689391,1459105200.0,25,0.416667
8877689391,1459108800.0,27,0.45
8877689391,1459112400.0,26,0.433333
8877689391,1459116000.0,0,0
8877689391,1459119600.0,0,0
8877689391,1459123200.0,0,0
8877689391,1459126800.0,0,0
8877689391,1459130400.0,0,0
8877689391,1459134000.0,0,0
8877689391,1459137600.0,0,0
8877689391,1459141200.0,0,0
8877689391,1459144800.0,6,0.1
8877689391,1459148400.0,26,0.433333
8877689391,1459152000.0,10,0.166667
8877689391,1459155600.0,7,0.116667
8877689391,1459159200.0,11,0.183333
8877689391,1459162800.0,12,0.2
8877689391,1459166400.0,85,1.416667
8877689391,1459170000.0,12,0.2
8877689391,1459173600.0,9,0.15
8877689391,1459177200.0,18,0.3
8877689391,1459180800.0,14,0.233333
8877689391,1459184400.0,15,0.25
8877689391,1459188000.0,41,0.683333
8877689391,1459191600.0,18,0.3
8877689391,1459195200.0,15,0.25
8877689391,1459198800.0,6,0.1
8877689391,1459202400.0,6,0.1
8877689391,1459206000.0,0,0
8877689391,1459209600.0,0,0
8877689391,1459213200.0,0,0
8877689391,1459216800.0,0,0
8877689391,1459220400.0,0,0
8877689391,1459224000.0,0,0
8877689391,1459227600.0,0,0
8877689391,1459231200.0,8,0.133333
8877689391,1459234800.0,27,0.45
8877689391,1459238400.0,18,0.3
8877689391,1459242000.0,13,0.216667
8877689391,1459245600.0,24,0.4
8877689391,1459249200.0,66,1.1
8877689391,1459252800.0,122,2.033333
8877689391,1459256400.0,6,0.1
8877689391,1459260000.0,9,0.15
8877689391,1459263600.0,14,0.233333
8877689391,1459267200.0,13,0.216667
8877689391,1459270800.0,14,0.233333
8877689391,1459274400.0,9,0.15
8877689391,1459278000.0,6,0.1
8877689391,1459281600.0,50,0.833333
8877689391,1459285200.0,19,0.316667
8877689391,1459288800.0,8,0.133333
8877689391,1459292400.0,0,0
8877689391,1459296000.0,0,0
8877689391,1459299600.0,0,0
8877689391,1459303200.0,0,0
8877689391,1459306800.0,0,0
8877689391,1459310400.0,0,0
8877689391,1459314000.0,0,0
8877689391,1459317600.0,3,0.05
8877689391,1459321200.0,22,0.366667
8877689391,1459324800.0,34,0.566667
8877689391,1459328400.0,8,0.133333
8877689391,1459332000.0,23,0.383333
8877689391,1459335600.0,63,1.05
8877689391,1459339200.0,143,2.383333
8877689391,1459342800.0,11,0.183333
8877689391,1459346400.0,4,0.066667
8877689391,1459350000.0,19,0.316667
8877689391,1459353600.0,11,0.183333
8877689391,1459357200.0,21,0.35
8877689391,1459360800.0,136,2.266667
8877689391,1459364400.0,114,1.9
8877689391,1459368000.0,33,0.55
8877689391,1459371600.0,18,0.3
8877689391,1459375200.0,12,0.2
8877689391,1459378800.0,0,0
8877689391,1459382400.0,0,0
8877689391,1459386000.0,0,0
8877689391,1459389600.0,0,0
8877689391,1459393200.0,0,0
8877689391,1459396800.0,0,0
8877689391,1459400400.0,0,0
8877689391,1459404000.0,3,0.05
8877689391,1459407600.0,24,0.4
8877689391,1459411200.0,12,0.2
8877689391,1459414800.0,18,0.3
8877689391,1459418400.0,21,0.35
8877689391,1459422000.0,19,0.316667
8877689391,1459425600.0,83,1.383333
8877689391,1459429200.0,9,0.15
8877689391,1459432800.0,12,0.2
8877689391,1459436400.0,26,0.433333
8877689391,1459440000.0,16,0.266667
8877689391,1459443600.0,12,0.2
8877689391,1459447200.0,28,0.466667
8877689391,1459450800.0,16,0.266667
8877689391,1459454400.0,22,0.366667
8877689391,1459458000.0,6,0.1
8877689391,1459461600.0,8,0.133333
8877689391,1459465200.0,0,0
8877689391,1459468800.0,0,0
8877689391,1459472400.0,0,0
8877689391,1459476000.0,0,0
8877689391,1459479600.0,0,0
8877689391,1459483200.0,0,0
8877689391,1459486800.0,0,0
8877689391,1459490400.0,4,0.066667
8877689391,1459494000.0,24,0.4
8877689391,1459497600.0,15,0.25
8877689391,1459501200.0,15,0.25
8877689391,1459504800.0,14,0.233333
8877689391,1459508400.0,15,0.25
8877689391,1459512000.0,91,1.516667
8877689391,1459515600.0,12,0.2
8877689391,1459519200.0,26,0.433333
8877689391,1459522800.0,18,0.3
8877689391,1459526400.0,22,0.366667
8877689391,1459530000.0,18,0.3
8877689391,1459533600.0,50,0.833333
8877689391,1459537200.0,98,1.633333
8877689391,1459540800.0,20,0.333333
8877689391,1459544400.0,11,0.183333
8877689391,1459548000.0,1,0.016667
8877689391,1459551600.0,0,0
8877689391,1459555200.0,0,0
8877689391,1459558800.0,0,0
8877689391,1459562400.0,0,0
8877689391,1459566000.0,0,0
8877689391,1459569600.0,0,0
8877689391,1459573200.0,0,0
8877689391,1459576800.0,0,0
8877689391,1459580400.0,9,0.15
8877689391,1459584000.0,34,0.566667
8877689391,1459587600.0,25,0.416667
8877689391,1459591200.0,15,0.25
8877689391,1459594800.0,53,0.883333
8877689391,1459598400.0,36,0.6
8877689391,1459602000.0,72,1.2
8877689391,1459605600.0,61,1.016667
8877689391,1459609200.0,88,1.466667
8877689391,1459612800.0,175,2.916667
8877689391,1459616400.0,25,0.416667
8877689391,1459620000.0,13,0.216667
8877689391,1459623600.0,10,0.166667
8877689391,1459627200.0,7,0.116667
8877689391,1459630800.0,21,0.35
8877689391,1459634400.0,12,0.2
8877689391,1459638000.0,0,0
8877689391,1459641600.0,0,0
8877689391,1459645200.0,0,0
8877689391,1459648800.0,0,0
8877689391,1459652400.0,0,0
8877689391,1459656000.0,0,0
8877689391,1459659600.0,0,0
8877689391,1459663200.0,0,0
8877689391,1459666800.0,0,0
8877689391,1459670400.0,8,0.133333
8877689391,1459674000.0,25,0.416667
8877689391,1459677600.0,34,0.566667
8877689391,1459681200.0,72,1.2
8877689391,1459684800.0,13,0.216667
8877689391,1459688400.0,11,0.183333
8877689391,1459692000.0,14,0.233333
8877689391,1459695600.0,117,1.95
8877689391,1459699200.0,152,2.533333
8877689391,1459702800.0,7,0.116667
8877689391,1459706400.0,18,0.3
8877689391,1459710000.0,18,0.3
8877689391,1459713600.0,46,0.766667
8877689391,1459717200.0,20,0.333333
8877689391,1459720800.0,35,0.583333
8877689391,1459724400.0,21,0.35
8877689391,1459728000.0,0,0
8877689391,1459731600.0,0,0
8877689391,1459735200.0,0,0
8877689391,1459738800.0,0,0
8877689391,1459742400.0,0,0
8877689391,1459746000.0,0,0
8877689391,1459749600.0,0,0
8877689391,1459753200.0,25,0.416667
8877689391,1459756800.0,12,0.2
8877689391,1459760400.0,11,0.183333
8877689391,1459764000.0,20,0.333333
8877689391,1459767600.0,13,0.216667
8877689391,1459771200.0,75,1.25
8877689391,1459774800.0,10,0.166667
8877689391,1459778400.0,8,0.133333
8877689391,1459782000.0,11,0.183333
8877689391,1459785600.0,18,0.3
8877689391,1459789200.0,8,0.133333
8877689391,1459792800.0,17,0.283333
8877689391,1459796400.0,172,2.866667
8877689391,1459800000.0,48,0.8
8877689391,1459803600.0,8,0.133333
8877689391,1459807200.0,18,0.3
8877689391,1459810800.0,0,0
8877689391,1459814400.0,0,0
8877689391,1459818000.0,0,0
8877689391,1459821600.0,0,0
8877689391,1459825200.0,0,0
8877689391,1459828800.0,0,0
8877689391,1459832400.0,0,0
8877689391,1459836000.0,9,0.15
8877689391,1459839600.0,21,0.35
8877689391,1459843200.0,12,0.2
8877689391,1459846800.0,18,0.3
8877689391,1459850400.0,6,0.1
8877689391,1459854000.0,15,0.25
8877689391,1459857600.0,51,0.85
8877689391,1459861200.0,14,0.233333
8877689391,1459864800.0,24,0.4
8877689391,1459868400.0,15,0.25
8877689391,1459872000.0,6,0.1
8877689391,1459875600.0,18,0.3
8877689391,1459879200.0,8,0.133333
8877689391,1459882800.0,14,0.233333
8877689391,1459886400.0,27,0.45
8877689391,1459890000.0,14,0.233333
8877689391,1459893600.0,10,0.166667
8877689391,1459897200.0,0,0
8877689391,1459900800.0,0,0
8877689391,1459904400.0,0,0
8877689391,1459908000.0,0,0
8877689391,1459911600.0,0,0
8877689391,1459915200.0,0,0
8877689391,1459918800.0,0,0
8877689391,1459922400.0,5,0.083333
8877689391,1459926000.0,21,0.35
8877689391,1459929600.0,28,0.466667
8877689391,1459933200.0,10,0.166667
8877689391,1459936800.0,51,0.85
8877689391,1459940400.0,22,0.366667
8877689391,1459944000.0,60,1
8877689391,1459947600.0,22,0.366667
8877689391,1459951200.0,31,0.516667
8877689391,1459954800.0,29,0.483333
8877689391,1459958400.0,20,0.333333
8877689391,1459962000.0,14,0.233333
8877689391,1459965600.0,97,1.616667
8877689391,1459969200.0,121,2.016667
8877689391,1459972800.0,54,0.9
8877689391,1459976400.0,26,0.433333
8877689391,1459980000.0,0,0
8877689391,1459983600.0,0,0
8877689391,1459987200.0,0,0
8877689391,1459990800.0,0,0
8877689391,1459994400.0,0,0
8877689391,1459998000.0,0,0
8877689391,1460001600.0,0,0
8877689391,1460005200.0,0,0
8877689391,1460008800.0,5,0.083333
8877689391,1460012400.0,15,0.25
8877689391,1460016000.0,8,0.133333
8877689391,1460019600.0,17,0.283333
8877689391,1460023200.0,12,0.2
8877689391,1460026800.0,11,0.183333
8877689391,1460030400.0,14,0.233333
8877689391,1460034000.0,16,0.266667
8877689391,1460037600.0,6,0.1
8877689391,1460041200.0,31,0.516667
8877689391,1460044800.0,14,0.233333
8877689391,1460048400.0,21,0.35
8877689391,1460052000.0,29,0.483333
8877689391,1460055600.0,8,0.133333
8877689391,1460059200.0,101,1.683333
8877689391,1460062800.0,5,0.083333
8877689391,1460066400.0,17,0.283333
8877689391,1460070000.0,0,0
8877689391,1460073600.0,0,0
8877689391,1460077200.0,0,0
8877689391,1460080800.0,0,0
8877689391,1460084400.0,0,0
8877689391,1460088000.0,0,0
8877689391,1460091600.0,0,0
8877689391,1460095200.0,14,0.233333
8877689391,1460098800.0,21,0.35
8877689391,1460102400.0,20,0.333333
8877689391,1460106000.0,26,0.433333
8877689391,1460109600.0,10,0.166667
8877689391,1460113200.0,12,0.2
8877689391,1460116800.0,50,0.833333
8877689391,1460120400.0,17,0.283333
8877689391,1460124000.0,13,0.216667
8877689391,1460127600.0,27,0.45
8877689391,1460131200.0,136,2.266667
8877689391,1460134800.0,82,1.366667
8877689391,1460138400.0,25,0.416667
8877689391,1460142000.0,36,0.6
8877689391,1460145600.0,43,0.716667
8877689391,1460149200.0,75,1.25
8877689391,1460152800.0,17,0.283333
8877689391,1460156400.0,3,0.05
8877689391,1460160000.0,0,0
8877689391,1460163600.0,0,0
8877689391,1460167200.0,0,0
8877689391,1460170800.0,0,0
